stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230723,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230723,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1154125,0.19
603883.SH,20230723,B01138,CLSA LTD,32830,0.0
603883.SH,20230723,B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,55590,0.0
603883.SH,20230723,B01161,UBS SECURITIES HONG KONG LTD,5814346,0.99
603883.SH,20230723,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230723,B01224,MERRILL LYNCH FAR EAST LTD,679176,0.11
603883.SH,20230723,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2895245,0.49
603883.SH,20230723,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230723,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2443385,0.41
603883.SH,20230723,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230723,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,239875,0.04
603883.SH,20230723,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230723,B01914,JEFFERIES HONG KONG LTD,6300,0.0
603883.SH,20230723,B01943,PO SANG SECURITIES LTD,4394,0.0
603883.SH,20230723,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230723,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230723,C00010,CITIBANK N.A.,919490,0.15
603883.SH,20230723,C00019,THE HONGKONG AND SHANGHAI BANKING,21901332,3.76
603883.SH,20230723,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230723,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6028886,1.03
603883.SH,20230723,C00093,BNP PARIBAS,5442007,0.93
603883.SH,20230723,C00100,"JPMORGAN CHASE BANK, NATIONAL",9567874,1.64
603883.SH,20230723,C00111,SOCIETE GENERALE,234900,0.04
