stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230914,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230914,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1169123,0.2
603883.SH,20230914,B01138,CLSA LTD,144048,0.02
603883.SH,20230914,B01161,UBS SECURITIES HONG KONG LTD,3205268,0.55
603883.SH,20230914,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230914,B01224,MERRILL LYNCH FAR EAST LTD,811782,0.13
603883.SH,20230914,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2075924,0.35
603883.SH,20230914,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230914,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2445548,0.41
603883.SH,20230914,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230914,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,185775,0.03
603883.SH,20230914,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230914,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230914,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230914,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230914,C00010,CITIBANK N.A.,994594,0.17
603883.SH,20230914,C00019,THE HONGKONG AND SHANGHAI BANKING,21312266,3.65
603883.SH,20230914,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230914,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5483610,0.94
603883.SH,20230914,C00093,BNP PARIBAS,6998007,1.2
603883.SH,20230914,C00100,"JPMORGAN CHASE BANK, NATIONAL",10930219,1.87
603883.SH,20230914,C00111,SOCIETE GENERALE,273800,0.04
