stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231204,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231204,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,177322,0.03
603883.SH,20231204,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20231204,B01138,CLSA LTD,3648,0.0
603883.SH,20231204,B01161,UBS SECURITIES HONG KONG LTD,196489,0.03
603883.SH,20231204,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231204,B01224,MERRILL LYNCH FAR EAST LTD,1158351,0.19
603883.SH,20231204,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3749007,0.64
603883.SH,20231204,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231204,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1920023,0.32
603883.SH,20231204,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231204,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,29592,0.0
603883.SH,20231204,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231204,B01824,INSTINET PACIFIC LTD,13500,0.0
603883.SH,20231204,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231204,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231204,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231204,C00010,CITIBANK N.A.,4247401,0.72
603883.SH,20231204,C00019,THE HONGKONG AND SHANGHAI BANKING,18902723,3.24
603883.SH,20231204,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20231204,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5245541,0.9
603883.SH,20231204,C00093,BNP PARIBAS,19361245,3.32
603883.SH,20231204,C00100,"JPMORGAN CHASE BANK, NATIONAL",3065640,0.52
