stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240101,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240101,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,251432,0.04
603883.SH,20240101,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240101,B01138,CLSA LTD,4530,0.0
603883.SH,20240101,B01161,UBS SECURITIES HONG KONG LTD,390996,0.06
603883.SH,20240101,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240101,B01224,MERRILL LYNCH FAR EAST LTD,1088369,0.18
603883.SH,20240101,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2734534,0.46
603883.SH,20240101,B01284,HANG SENG SECURITIES LTD,15000,0.0
603883.SH,20240101,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240101,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1946133,0.33
603883.SH,20240101,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20240101,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,55022,0.0
603883.SH,20240101,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240101,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240101,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20240101,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240101,C00010,CITIBANK N.A.,5139112,0.88
603883.SH,20240101,C00019,THE HONGKONG AND SHANGHAI BANKING,18576754,3.18
603883.SH,20240101,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240101,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5345411,0.91
603883.SH,20240101,C00093,BNP PARIBAS,20772001,3.56
603883.SH,20240101,C00100,"JPMORGAN CHASE BANK, NATIONAL",3074040,0.52
