stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230802,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230802,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1388335,0.23
603883.SH,20230802,B01138,CLSA LTD,29430,0.0
603883.SH,20230802,B01161,UBS SECURITIES HONG KONG LTD,5894436,1.01
603883.SH,20230802,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230802,B01224,MERRILL LYNCH FAR EAST LTD,739276,0.12
603883.SH,20230802,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2615309,0.44
603883.SH,20230802,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230802,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2563285,0.44
603883.SH,20230802,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230802,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,266175,0.04
603883.SH,20230802,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230802,B01824,INSTINET PACIFIC LTD,10200,0.0
603883.SH,20230802,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20230802,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230802,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230802,C00010,CITIBANK N.A.,1095220,0.18
603883.SH,20230802,C00019,THE HONGKONG AND SHANGHAI BANKING,21991694,3.77
603883.SH,20230802,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230802,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6108586,1.04
603883.SH,20230802,C00093,BNP PARIBAS,4854427,0.83
603883.SH,20230802,C00100,"JPMORGAN CHASE BANK, NATIONAL",9645574,1.65
603883.SH,20230802,C00111,SOCIETE GENERALE,281700,0.04
