stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231105,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231105,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1017326,0.17
603883.SH,20231105,B01138,CLSA LTD,135348,0.02
603883.SH,20231105,B01161,UBS SECURITIES HONG KONG LTD,1364428,0.23
603883.SH,20231105,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231105,B01224,MERRILL LYNCH FAR EAST LTD,865336,0.14
603883.SH,20231105,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1818938,0.31
603883.SH,20231105,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231105,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1919851,0.32
603883.SH,20231105,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20231105,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,146997,0.02
603883.SH,20231105,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231105,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231105,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231105,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231105,C00010,CITIBANK N.A.,879849,0.15
603883.SH,20231105,C00019,THE HONGKONG AND SHANGHAI BANKING,19733149,3.38
603883.SH,20231105,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231105,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5073809,0.87
603883.SH,20231105,C00093,BNP PARIBAS,8583442,1.47
603883.SH,20231105,C00100,"JPMORGAN CHASE BANK, NATIONAL",3214840,0.55
603883.SH,20231105,C00111,SOCIETE GENERALE,47600,0.0
