stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230906,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230906,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1366982,0.23
603883.SH,20230906,B01138,CLSA LTD,73848,0.01
603883.SH,20230906,B01161,UBS SECURITIES HONG KONG LTD,3542868,0.6
603883.SH,20230906,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230906,B01224,MERRILL LYNCH FAR EAST LTD,741580,0.12
603883.SH,20230906,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2371406,0.4
603883.SH,20230906,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230906,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2026748,0.34
603883.SH,20230906,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230906,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,178775,0.03
603883.SH,20230906,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230906,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230906,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230906,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230906,C00010,CITIBANK N.A.,1101894,0.18
603883.SH,20230906,C00019,THE HONGKONG AND SHANGHAI BANKING,18836906,3.23
603883.SH,20230906,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230906,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5937288,1.01
603883.SH,20230906,C00093,BNP PARIBAS,4156083,0.71
603883.SH,20230906,C00100,"JPMORGAN CHASE BANK, NATIONAL",11026219,1.89
603883.SH,20230906,C00111,SOCIETE GENERALE,263100,0.04
