stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240316,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240316,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,2501853,0.42
603883.SH,20240316,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240316,B01138,CLSA LTD,2600,0.0
603883.SH,20240316,B01161,UBS SECURITIES HONG KONG LTD,1255408,0.21
603883.SH,20240316,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240316,B01224,MERRILL LYNCH FAR EAST LTD,610410,0.1
603883.SH,20240316,B01228,CITIC SECURITIES BROKERAGE (HK) LTD,5000,0.0
603883.SH,20240316,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,685840,0.11
603883.SH,20240316,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240316,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,998260,0.17
603883.SH,20240316,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240316,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,44172,0.0
603883.SH,20240316,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240316,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240316,B01955,FUTU SECURITIES INTERNATIONAL,5560,0.0
603883.SH,20240316,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240316,C00010,CITIBANK N.A.,6490540,1.11
603883.SH,20240316,C00019,THE HONGKONG AND SHANGHAI BANKING,16313422,2.8
603883.SH,20240316,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240316,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5997062,1.02
603883.SH,20240316,C00093,BNP PARIBAS,20190931,3.46
603883.SH,20240316,C00100,"JPMORGAN CHASE BANK, NATIONAL",2879838,0.49
