stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240527,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240527,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3659657,0.62
603883.SH,20240527,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240527,B01138,CLSA LTD,3000,0.0
603883.SH,20240527,B01161,UBS SECURITIES HONG KONG LTD,862097,0.14
603883.SH,20240527,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240527,B01224,MERRILL LYNCH FAR EAST LTD,2432495,0.41
603883.SH,20240527,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2624905,0.45
603883.SH,20240527,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240527,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1187658,0.2
603883.SH,20240527,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240527,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,36532,0.0
603883.SH,20240527,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240527,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240527,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240527,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240527,C00010,CITIBANK N.A.,6838324,1.17
603883.SH,20240527,C00019,THE HONGKONG AND SHANGHAI BANKING,10360256,1.77
603883.SH,20240527,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240527,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6035688,1.03
603883.SH,20240527,C00093,BNP PARIBAS,20293866,3.48
603883.SH,20240527,C00100,"JPMORGAN CHASE BANK, NATIONAL",5875028,1.0
603883.SH,20240527,C00111,SOCIETE GENERALE,60600,0.01
