stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230725,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230725,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1269525,0.21
603883.SH,20230725,B01138,CLSA LTD,27630,0.0
603883.SH,20230725,B01161,UBS SECURITIES HONG KONG LTD,5849436,1.0
603883.SH,20230725,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230725,B01224,MERRILL LYNCH FAR EAST LTD,694776,0.11
603883.SH,20230725,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2832385,0.48
603883.SH,20230725,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230725,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2367285,0.4
603883.SH,20230725,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230725,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,227875,0.03
603883.SH,20230725,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230725,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20230725,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230725,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230725,C00010,CITIBANK N.A.,950990,0.16
603883.SH,20230725,C00019,THE HONGKONG AND SHANGHAI BANKING,21854322,3.75
603883.SH,20230725,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230725,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6039986,1.03
603883.SH,20230725,C00093,BNP PARIBAS,5148607,0.88
603883.SH,20230725,C00100,"JPMORGAN CHASE BANK, NATIONAL",9567874,1.64
603883.SH,20230725,C00111,SOCIETE GENERALE,230500,0.03
