stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230803,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230803,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1430535,0.24
603883.SH,20230803,B01138,CLSA LTD,29330,0.0
603883.SH,20230803,B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,8000,0.0
603883.SH,20230803,B01161,UBS SECURITIES HONG KONG LTD,5812536,0.99
603883.SH,20230803,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230803,B01224,MERRILL LYNCH FAR EAST LTD,852776,0.14
603883.SH,20230803,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2570409,0.44
603883.SH,20230803,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230803,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2418985,0.41
603883.SH,20230803,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230803,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,254575,0.04
603883.SH,20230803,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230803,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20230803,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230803,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230803,C00010,CITIBANK N.A.,1108820,0.19
603883.SH,20230803,C00019,THE HONGKONG AND SHANGHAI BANKING,23482915,4.03
603883.SH,20230803,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230803,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6118786,1.05
603883.SH,20230803,C00093,BNP PARIBAS,5017627,0.86
603883.SH,20230803,C00100,"JPMORGAN CHASE BANK, NATIONAL",9645574,1.65
603883.SH,20230803,C00111,SOCIETE GENERALE,265500,0.04
