stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231219,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231219,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,259342,0.04
603883.SH,20231219,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20231219,B01138,CLSA LTD,3330,0.0
603883.SH,20231219,B01161,UBS SECURITIES HONG KONG LTD,936196,0.16
603883.SH,20231219,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231219,B01224,MERRILL LYNCH FAR EAST LTD,1267960,0.21
603883.SH,20231219,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3443231,0.59
603883.SH,20231219,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231219,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1646623,0.28
603883.SH,20231219,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231219,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,60322,0.01
603883.SH,20231219,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231219,B01914,JEFFERIES HONG KONG LTD,3400,0.0
603883.SH,20231219,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231219,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231219,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231219,C00010,CITIBANK N.A.,4289141,0.73
603883.SH,20231219,C00019,THE HONGKONG AND SHANGHAI BANKING,19103723,3.28
603883.SH,20231219,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20231219,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5224511,0.89
603883.SH,20231219,C00093,BNP PARIBAS,19802101,3.4
603883.SH,20231219,C00100,"JPMORGAN CHASE BANK, NATIONAL",3074040,0.52
