stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240124,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240124,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,243520,0.04
603883.SH,20240124,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240124,B01138,CLSA LTD,1000,0.0
603883.SH,20240124,B01161,UBS SECURITIES HONG KONG LTD,376775,0.06
603883.SH,20240124,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240124,B01224,MERRILL LYNCH FAR EAST LTD,975612,0.16
603883.SH,20240124,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1201857,0.2
603883.SH,20240124,B01284,HANG SENG SECURITIES LTD,12500,0.0
603883.SH,20240124,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240124,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2264345,0.38
603883.SH,20240124,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240124,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,28752,0.0
603883.SH,20240124,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240124,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240124,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20240124,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240124,C00010,CITIBANK N.A.,6950607,1.19
603883.SH,20240124,C00019,THE HONGKONG AND SHANGHAI BANKING,18018498,3.09
603883.SH,20240124,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240124,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5393462,0.92
603883.SH,20240124,C00093,BNP PARIBAS,19637375,3.37
603883.SH,20240124,C00100,"JPMORGAN CHASE BANK, NATIONAL",2871240,0.49
