stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240522,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240522,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3340357,0.57
603883.SH,20240522,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240522,B01138,CLSA LTD,3000,0.0
603883.SH,20240522,B01161,UBS SECURITIES HONG KONG LTD,735197,0.12
603883.SH,20240522,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240522,B01224,MERRILL LYNCH FAR EAST LTD,2094779,0.35
603883.SH,20240522,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2355005,0.4
603883.SH,20240522,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240522,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,918433,0.15
603883.SH,20240522,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240522,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,29632,0.0
603883.SH,20240522,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240522,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240522,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240522,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240522,C00010,CITIBANK N.A.,6817654,1.16
603883.SH,20240522,C00019,THE HONGKONG AND SHANGHAI BANKING,14111336,2.42
603883.SH,20240522,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240522,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6424142,1.1
603883.SH,20240522,C00093,BNP PARIBAS,20715226,3.55
603883.SH,20240522,C00100,"JPMORGAN CHASE BANK, NATIONAL",5875028,1.0
603883.SH,20240522,C00111,SOCIETE GENERALE,74100,0.01
