stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230918,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230918,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1200123,0.2
603883.SH,20230918,B01138,CLSA LTD,144648,0.02
603883.SH,20230918,B01161,UBS SECURITIES HONG KONG LTD,3243255,0.55
603883.SH,20230918,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230918,B01224,MERRILL LYNCH FAR EAST LTD,903275,0.15
603883.SH,20230918,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1821524,0.31
603883.SH,20230918,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230918,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2419248,0.41
603883.SH,20230918,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230918,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,186675,0.03
603883.SH,20230918,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230918,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230918,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230918,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230918,C00010,CITIBANK N.A.,976694,0.16
603883.SH,20230918,C00019,THE HONGKONG AND SHANGHAI BANKING,22160832,3.8
603883.SH,20230918,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230918,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5477709,0.94
603883.SH,20230918,C00093,BNP PARIBAS,7928860,1.36
603883.SH,20230918,C00100,"JPMORGAN CHASE BANK, NATIONAL",10894219,1.87
603883.SH,20230918,C00111,SOCIETE GENERALE,290000,0.04
