stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240613,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240613,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3759087,0.64
603883.SH,20240613,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240613,B01138,CLSA LTD,4900,0.0
603883.SH,20240613,B01161,UBS SECURITIES HONG KONG LTD,885658,0.15
603883.SH,20240613,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240613,B01224,MERRILL LYNCH FAR EAST LTD,3081165,0.52
603883.SH,20240613,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3038935,0.52
603883.SH,20240613,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240613,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1454658,0.24
603883.SH,20240613,B01590,INTERACTIVE BROKERS HONG KONG LTD,2899,0.0
603883.SH,20240613,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,54432,0.0
603883.SH,20240613,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240613,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240613,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240613,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240613,C00010,CITIBANK N.A.,6695654,1.14
603883.SH,20240613,C00019,THE HONGKONG AND SHANGHAI BANKING,9672345,1.65
603883.SH,20240613,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240613,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5986024,1.02
603883.SH,20240613,C00093,BNP PARIBAS,21288270,3.65
603883.SH,20240613,C00100,"JPMORGAN CHASE BANK, NATIONAL",8064628,1.38
603883.SH,20240613,C00111,SOCIETE GENERALE,67700,0.01
