stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230819,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230819,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1010182,0.17
603883.SH,20230819,B01138,CLSA LTD,146630,0.02
603883.SH,20230819,B01161,UBS SECURITIES HONG KONG LTD,3848271,0.66
603883.SH,20230819,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230819,B01224,MERRILL LYNCH FAR EAST LTD,646950,0.11
603883.SH,20230819,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2049964,0.35
603883.SH,20230819,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230819,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1843304,0.31
603883.SH,20230819,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230819,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,164075,0.02
603883.SH,20230819,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230819,B01943,PO SANG SECURITIES LTD,7394,0.0
603883.SH,20230819,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230819,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230819,C00010,CITIBANK N.A.,1137520,0.19
603883.SH,20230819,C00019,THE HONGKONG AND SHANGHAI BANKING,18922472,3.24
603883.SH,20230819,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230819,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5941188,1.02
603883.SH,20230819,C00093,BNP PARIBAS,4278542,0.73
603883.SH,20230819,C00100,"JPMORGAN CHASE BANK, NATIONAL",11068695,1.9
603883.SH,20230819,C00111,SOCIETE GENERALE,241900,0.04
