stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230822,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230822,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1057082,0.18
603883.SH,20230822,B01138,CLSA LTD,140930,0.02
603883.SH,20230822,B01161,UBS SECURITIES HONG KONG LTD,3242053,0.55
603883.SH,20230822,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230822,B01224,MERRILL LYNCH FAR EAST LTD,732850,0.12
603883.SH,20230822,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2070764,0.35
603883.SH,20230822,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230822,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1808294,0.31
603883.SH,20230822,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230822,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,172275,0.02
603883.SH,20230822,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230822,B01943,PO SANG SECURITIES LTD,7394,0.0
603883.SH,20230822,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230822,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230822,C00010,CITIBANK N.A.,1110420,0.19
603883.SH,20230822,C00019,THE HONGKONG AND SHANGHAI BANKING,18922806,3.24
603883.SH,20230822,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230822,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5938888,1.01
603883.SH,20230822,C00093,BNP PARIBAS,4343742,0.74
603883.SH,20230822,C00100,"JPMORGAN CHASE BANK, NATIONAL",11068695,1.9
603883.SH,20230822,C00111,SOCIETE GENERALE,243100,0.04
