stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240616,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240616,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3181887,0.54
603883.SH,20240616,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240616,B01138,CLSA LTD,3500,0.0
603883.SH,20240616,B01161,UBS SECURITIES HONG KONG LTD,1079458,0.18
603883.SH,20240616,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240616,B01224,MERRILL LYNCH FAR EAST LTD,3222965,0.55
603883.SH,20240616,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2854115,0.48
603883.SH,20240616,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240616,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1393458,0.23
603883.SH,20240616,B01590,INTERACTIVE BROKERS HONG KONG LTD,2899,0.0
603883.SH,20240616,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,80432,0.01
603883.SH,20240616,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240616,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240616,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240616,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240616,C00010,CITIBANK N.A.,6688154,1.14
603883.SH,20240616,C00019,THE HONGKONG AND SHANGHAI BANKING,9663345,1.65
603883.SH,20240616,C00033,BANK OF CHINA (HONG KONG) LTD,44410,0.0
603883.SH,20240616,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5987324,1.02
603883.SH,20240616,C00093,BNP PARIBAS,21313253,3.65
603883.SH,20240616,C00100,"JPMORGAN CHASE BANK, NATIONAL",8302236,1.42
603883.SH,20240616,C00111,SOCIETE GENERALE,66500,0.01
