stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240705,,HONG KONG SECURITIES CLEARING CO. LTD.,24,0.0
603883.SH,20240705,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,4493979,0.59
603883.SH,20240705,B01130,BOCI SECURITIES LTD,260,0.0
603883.SH,20240705,B01138,CLSA LTD,4400,0.0
603883.SH,20240705,B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,5430,0.0
603883.SH,20240705,B01161,UBS SECURITIES HONG KONG LTD,874188,0.11
603883.SH,20240705,B01183,CHONG HING SECURITIES LTD,1014,0.0
603883.SH,20240705,B01224,MERRILL LYNCH FAR EAST LTD,175117,0.02
603883.SH,20240705,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2803677,0.36
603883.SH,20240705,B01345,PHILLIP SECURITIES (HONG KONG) LTD,169,0.0
603883.SH,20240705,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,440198,0.05
603883.SH,20240705,B01590,INTERACTIVE BROKERS HONG KONG LTD,3468,0.0
603883.SH,20240705,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,112828,0.01
603883.SH,20240705,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1352,0.0
603883.SH,20240705,B01943,PO SANG SECURITIES LTD,7012,0.0
603883.SH,20240705,B01955,FUTU SECURITIES INTERNATIONAL,16575,0.0
603883.SH,20240705,B02091,STAR RIVER SECURITIES LTD,806,0.0
603883.SH,20240705,C00010,CITIBANK N.A.,5313346,0.7
603883.SH,20240705,C00019,THE HONGKONG AND SHANGHAI BANKING,12788585,1.68
603883.SH,20240705,C00033,BANK OF CHINA (HONG KONG) LTD,57733,0.0
603883.SH,20240705,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6329814,0.83
603883.SH,20240705,C00093,BNP PARIBAS,29155787,3.84
603883.SH,20240705,C00100,"JPMORGAN CHASE BANK, NATIONAL",10566199,1.39
603883.SH,20240705,C00111,SOCIETE GENERALE,124190,0.01
