stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230912,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230912,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1336572,0.22
603883.SH,20230912,B01138,CLSA LTD,113448,0.01
603883.SH,20230912,B01161,UBS SECURITIES HONG KONG LTD,3342468,0.57
603883.SH,20230912,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230912,B01224,MERRILL LYNCH FAR EAST LTD,920302,0.15
603883.SH,20230912,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2199106,0.37
603883.SH,20230912,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230912,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2100748,0.36
603883.SH,20230912,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230912,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,196075,0.03
603883.SH,20230912,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230912,B01914,JEFFERIES HONG KONG LTD,6200,0.0
603883.SH,20230912,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230912,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230912,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230912,C00010,CITIBANK N.A.,993394,0.17
603883.SH,20230912,C00019,THE HONGKONG AND SHANGHAI BANKING,19791166,3.39
603883.SH,20230912,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230912,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5455510,0.93
603883.SH,20230912,C00093,BNP PARIBAS,5395170,0.92
603883.SH,20230912,C00100,"JPMORGAN CHASE BANK, NATIONAL",10930219,1.87
603883.SH,20230912,C00111,SOCIETE GENERALE,286000,0.04
