stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240612,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240612,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,4109687,0.7
603883.SH,20240612,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240612,B01138,CLSA LTD,5700,0.0
603883.SH,20240612,B01161,UBS SECURITIES HONG KONG LTD,855558,0.14
603883.SH,20240612,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240612,B01224,MERRILL LYNCH FAR EAST LTD,2852135,0.48
603883.SH,20240612,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2726235,0.46
603883.SH,20240612,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240612,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1252358,0.21
603883.SH,20240612,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240612,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,45832,0.0
603883.SH,20240612,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240612,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240612,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240612,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240612,C00010,CITIBANK N.A.,6646654,1.14
603883.SH,20240612,C00019,THE HONGKONG AND SHANGHAI BANKING,9672345,1.65
603883.SH,20240612,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240612,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5969024,1.02
603883.SH,20240612,C00093,BNP PARIBAS,21255570,3.64
603883.SH,20240612,C00100,"JPMORGAN CHASE BANK, NATIONAL",7083828,1.21
603883.SH,20240612,C00111,SOCIETE GENERALE,67700,0.01
