stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240523,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240523,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3488057,0.59
603883.SH,20240523,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240523,B01138,CLSA LTD,2600,0.0
603883.SH,20240523,B01161,UBS SECURITIES HONG KONG LTD,752697,0.12
603883.SH,20240523,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240523,B01224,MERRILL LYNCH FAR EAST LTD,2121242,0.36
603883.SH,20240523,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2409205,0.41
603883.SH,20240523,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240523,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1058058,0.18
603883.SH,20240523,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240523,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,32332,0.0
603883.SH,20240523,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240523,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240523,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240523,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240523,C00010,CITIBANK N.A.,6810454,1.16
603883.SH,20240523,C00019,THE HONGKONG AND SHANGHAI BANKING,12602156,2.16
603883.SH,20240523,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240523,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6260288,1.07
603883.SH,20240523,C00093,BNP PARIBAS,20518066,3.51
603883.SH,20240523,C00100,"JPMORGAN CHASE BANK, NATIONAL",5875028,1.0
603883.SH,20240523,C00111,SOCIETE GENERALE,60600,0.01
