stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240130,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240130,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,260220,0.04
603883.SH,20240130,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240130,B01138,CLSA LTD,400,0.0
603883.SH,20240130,B01161,UBS SECURITIES HONG KONG LTD,462876,0.07
603883.SH,20240130,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240130,B01224,MERRILL LYNCH FAR EAST LTD,1244478,0.21
603883.SH,20240130,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1536757,0.26
603883.SH,20240130,B01284,HANG SENG SECURITIES LTD,12500,0.0
603883.SH,20240130,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240130,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2306396,0.39
603883.SH,20240130,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240130,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,25552,0.0
603883.SH,20240130,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240130,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240130,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20240130,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240130,C00010,CITIBANK N.A.,6900807,1.18
603883.SH,20240130,C00019,THE HONGKONG AND SHANGHAI BANKING,18307910,3.14
603883.SH,20240130,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240130,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5399762,0.92
603883.SH,20240130,C00093,BNP PARIBAS,20855265,3.58
603883.SH,20240130,C00100,"JPMORGAN CHASE BANK, NATIONAL",2877738,0.49
