stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230919,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230919,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1277623,0.21
603883.SH,20230919,B01138,CLSA LTD,147548,0.02
603883.SH,20230919,B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,205000,0.03
603883.SH,20230919,B01161,UBS SECURITIES HONG KONG LTD,3129955,0.53
603883.SH,20230919,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230919,B01224,MERRILL LYNCH FAR EAST LTD,1004675,0.17
603883.SH,20230919,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1824824,0.31
603883.SH,20230919,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230919,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2761508,0.47
603883.SH,20230919,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230919,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,136075,0.02
603883.SH,20230919,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230919,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230919,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230919,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230919,C00010,CITIBANK N.A.,1014746,0.17
603883.SH,20230919,C00019,THE HONGKONG AND SHANGHAI BANKING,22063232,3.78
603883.SH,20230919,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230919,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5470609,0.93
603883.SH,20230919,C00093,BNP PARIBAS,7784760,1.33
603883.SH,20230919,C00100,"JPMORGAN CHASE BANK, NATIONAL",10894219,1.87
603883.SH,20230919,C00111,SOCIETE GENERALE,281100,0.04
