stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231022,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231022,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1074326,0.18
603883.SH,20231022,B01138,CLSA LTD,134748,0.02
603883.SH,20231022,B01161,UBS SECURITIES HONG KONG LTD,1675045,0.28
603883.SH,20231022,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231022,B01224,MERRILL LYNCH FAR EAST LTD,901230,0.15
603883.SH,20231022,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2065983,0.35
603883.SH,20231022,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231022,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2550954,0.43
603883.SH,20231022,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20231022,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,167197,0.02
603883.SH,20231022,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231022,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20231022,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231022,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231022,C00010,CITIBANK N.A.,964210,0.16
603883.SH,20231022,C00019,THE HONGKONG AND SHANGHAI BANKING,20301724,3.48
603883.SH,20231022,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231022,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5082409,0.87
603883.SH,20231022,C00093,BNP PARIBAS,7469652,1.28
603883.SH,20231022,C00100,"JPMORGAN CHASE BANK, NATIONAL",3228530,0.55
603883.SH,20231022,C00111,SOCIETE GENERALE,81100,0.01
