stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230925,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230925,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1197480,0.2
603883.SH,20230925,B01138,CLSA LTD,150548,0.02
603883.SH,20230925,B01161,UBS SECURITIES HONG KONG LTD,2598485,0.44
603883.SH,20230925,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230925,B01224,MERRILL LYNCH FAR EAST LTD,997275,0.17
603883.SH,20230925,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1809712,0.31
603883.SH,20230925,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230925,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2619108,0.44
603883.SH,20230925,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230925,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,146297,0.02
603883.SH,20230925,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230925,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230925,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230925,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230925,C00010,CITIBANK N.A.,979016,0.16
603883.SH,20230925,C00019,THE HONGKONG AND SHANGHAI BANKING,21819641,3.74
603883.SH,20230925,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230925,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5460809,0.93
603883.SH,20230925,C00093,BNP PARIBAS,8025992,1.37
603883.SH,20230925,C00100,"JPMORGAN CHASE BANK, NATIONAL",10992319,1.88
603883.SH,20230925,C00111,SOCIETE GENERALE,271000,0.04
