stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240624,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240624,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3459429,0.59
603883.SH,20240624,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240624,B01138,CLSA LTD,1700,0.0
603883.SH,20240624,B01161,UBS SECURITIES HONG KONG LTD,1128868,0.19
603883.SH,20240624,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240624,B01224,MERRILL LYNCH FAR EAST LTD,3022929,0.51
603883.SH,20240624,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2780471,0.47
603883.SH,20240624,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240624,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,579758,0.09
603883.SH,20240624,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240624,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,89152,0.01
603883.SH,20240624,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240624,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240624,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240624,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240624,C00010,CITIBANK N.A.,6595867,1.13
603883.SH,20240624,C00019,THE HONGKONG AND SHANGHAI BANKING,9910258,1.69
603883.SH,20240624,C00033,BANK OF CHINA (HONG KONG) LTD,44410,0.0
603883.SH,20240624,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5430896,0.93
603883.SH,20240624,C00093,BNP PARIBAS,21712653,3.72
603883.SH,20240624,C00100,"JPMORGAN CHASE BANK, NATIONAL",8353336,1.43
603883.SH,20240624,C00111,SOCIETE GENERALE,84200,0.01
