stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240117,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240117,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,136620,0.02
603883.SH,20240117,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240117,B01138,CLSA LTD,100,0.0
603883.SH,20240117,B01161,UBS SECURITIES HONG KONG LTD,480615,0.08
603883.SH,20240117,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240117,B01224,MERRILL LYNCH FAR EAST LTD,335988,0.05
603883.SH,20240117,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1443075,0.24
603883.SH,20240117,B01284,HANG SENG SECURITIES LTD,7500,0.0
603883.SH,20240117,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240117,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2160215,0.37
603883.SH,20240117,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240117,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,19852,0.0
603883.SH,20240117,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240117,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240117,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20240117,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240117,C00010,CITIBANK N.A.,6550607,1.12
603883.SH,20240117,C00019,THE HONGKONG AND SHANGHAI BANKING,18461698,3.17
603883.SH,20240117,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240117,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5537262,0.95
603883.SH,20240117,C00093,BNP PARIBAS,20002684,3.43
603883.SH,20240117,C00100,"JPMORGAN CHASE BANK, NATIONAL",2871240,0.49
