stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230921,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230921,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1169623,0.2
603883.SH,20230921,B01138,CLSA LTD,135448,0.02
603883.SH,20230921,B01161,UBS SECURITIES HONG KONG LTD,3093155,0.53
603883.SH,20230921,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230921,B01224,MERRILL LYNCH FAR EAST LTD,1136575,0.19
603883.SH,20230921,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1866112,0.32
603883.SH,20230921,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230921,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2661808,0.45
603883.SH,20230921,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230921,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,136297,0.02
603883.SH,20230921,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230921,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230921,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230921,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230921,C00010,CITIBANK N.A.,1014246,0.17
603883.SH,20230921,C00019,THE HONGKONG AND SHANGHAI BANKING,21961532,3.77
603883.SH,20230921,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230921,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5470609,0.93
603883.SH,20230921,C00093,BNP PARIBAS,7931960,1.36
603883.SH,20230921,C00100,"JPMORGAN CHASE BANK, NATIONAL",11092619,1.9
603883.SH,20230921,C00111,SOCIETE GENERALE,281100,0.04
