stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231017,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231017,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1100126,0.18
603883.SH,20231017,B01138,CLSA LTD,133848,0.02
603883.SH,20231017,B01161,UBS SECURITIES HONG KONG LTD,1937545,0.33
603883.SH,20231017,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231017,B01224,MERRILL LYNCH FAR EAST LTD,926875,0.15
603883.SH,20231017,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2029982,0.34
603883.SH,20231017,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231017,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2553654,0.43
603883.SH,20231017,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20231017,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,170297,0.02
603883.SH,20231017,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231017,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20231017,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231017,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231017,C00010,CITIBANK N.A.,973283,0.16
603883.SH,20231017,C00019,THE HONGKONG AND SHANGHAI BANKING,20651581,3.54
603883.SH,20231017,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231017,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5291709,0.9
603883.SH,20231017,C00093,BNP PARIBAS,7661448,1.31
603883.SH,20231017,C00100,"JPMORGAN CHASE BANK, NATIONAL",4378521,0.75
603883.SH,20231017,C00111,SOCIETE GENERALE,173700,0.02
