stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240709,,HONG KONG SECURITIES CLEARING CO. LTD.,24,0.0
603883.SH,20240709,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3830124,0.5
603883.SH,20240709,B01130,BOCI SECURITIES LTD,260,0.0
603883.SH,20240709,B01138,CLSA LTD,77100,0.01
603883.SH,20240709,B01161,UBS SECURITIES HONG KONG LTD,405558,0.05
603883.SH,20240709,B01183,CHONG HING SECURITIES LTD,1014,0.0
603883.SH,20240709,B01224,MERRILL LYNCH FAR EAST LTD,356587,0.04
603883.SH,20240709,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1527197,0.2
603883.SH,20240709,B01345,PHILLIP SECURITIES (HONG KONG) LTD,169,0.0
603883.SH,20240709,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2209168,0.29
603883.SH,20240709,B01590,INTERACTIVE BROKERS HONG KONG LTD,3468,0.0
603883.SH,20240709,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,138528,0.01
603883.SH,20240709,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1352,0.0
603883.SH,20240709,B01914,JEFFERIES HONG KONG LTD,23000,0.0
603883.SH,20240709,B01943,PO SANG SECURITIES LTD,7012,0.0
603883.SH,20240709,B01955,FUTU SECURITIES INTERNATIONAL,16575,0.0
603883.SH,20240709,B02091,STAR RIVER SECURITIES LTD,806,0.0
603883.SH,20240709,C00010,CITIBANK N.A.,2675106,0.35
603883.SH,20240709,C00019,THE HONGKONG AND SHANGHAI BANKING,12743633,1.68
603883.SH,20240709,C00033,BANK OF CHINA (HONG KONG) LTD,57733,0.0
603883.SH,20240709,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6329814,0.83
603883.SH,20240709,C00088,CHINA MERCHANTS BANK CO LTD,5430,0.0
603883.SH,20240709,C00093,BNP PARIBAS,27339038,3.6
603883.SH,20240709,C00100,"JPMORGAN CHASE BANK, NATIONAL",10566199,1.39
603883.SH,20240709,C00111,SOCIETE GENERALE,11790,0.0
