stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231013,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231013,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1146726,0.19
603883.SH,20231013,B01138,CLSA LTD,137548,0.02
603883.SH,20231013,B01161,UBS SECURITIES HONG KONG LTD,2032545,0.34
603883.SH,20231013,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231013,B01224,MERRILL LYNCH FAR EAST LTD,1000575,0.17
603883.SH,20231013,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2006062,0.34
603883.SH,20231013,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231013,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2574618,0.44
603883.SH,20231013,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20231013,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,170397,0.02
603883.SH,20231013,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231013,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20231013,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231013,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231013,C00010,CITIBANK N.A.,978231,0.16
603883.SH,20231013,C00019,THE HONGKONG AND SHANGHAI BANKING,20940081,3.59
603883.SH,20231013,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231013,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5291709,0.9
603883.SH,20231013,C00093,BNP PARIBAS,7753648,1.33
603883.SH,20231013,C00100,"JPMORGAN CHASE BANK, NATIONAL",6151121,1.05
603883.SH,20231013,C00111,SOCIETE GENERALE,227600,0.03
