stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230816,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230816,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1184282,0.2
603883.SH,20230816,B01138,CLSA LTD,106430,0.01
603883.SH,20230816,B01161,UBS SECURITIES HONG KONG LTD,4314236,0.74
603883.SH,20230816,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230816,B01224,MERRILL LYNCH FAR EAST LTD,785882,0.13
603883.SH,20230816,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2336961,0.4
603883.SH,20230816,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230816,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1958817,0.33
603883.SH,20230816,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230816,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,174475,0.02
603883.SH,20230816,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230816,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20230816,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230816,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230816,C00010,CITIBANK N.A.,1140020,0.19
603883.SH,20230816,C00019,THE HONGKONG AND SHANGHAI BANKING,18918272,3.24
603883.SH,20230816,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230816,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5943888,1.02
603883.SH,20230816,C00093,BNP PARIBAS,4383829,0.75
603883.SH,20230816,C00100,"JPMORGAN CHASE BANK, NATIONAL",11073395,1.9
603883.SH,20230816,C00111,SOCIETE GENERALE,226100,0.03
