stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240609,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240609,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,4025057,0.69
603883.SH,20240609,B01130,BOCI SECURITIES LTD,200,0.0
603883.SH,20240609,B01138,CLSA LTD,3700,0.0
603883.SH,20240609,B01161,UBS SECURITIES HONG KONG LTD,813358,0.13
603883.SH,20240609,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240609,B01224,MERRILL LYNCH FAR EAST LTD,3483905,0.59
603883.SH,20240609,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2760735,0.47
603883.SH,20240609,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240609,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1300958,0.22
603883.SH,20240609,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240609,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,37232,0.0
603883.SH,20240609,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,1040,0.0
603883.SH,20240609,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240609,B01955,FUTU SECURITIES INTERNATIONAL,12750,0.0
603883.SH,20240609,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240609,C00010,CITIBANK N.A.,6623154,1.13
603883.SH,20240609,C00019,THE HONGKONG AND SHANGHAI BANKING,9648445,1.65
603883.SH,20240609,C00033,BANK OF CHINA (HONG KONG) LTD,168910,0.02
603883.SH,20240609,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5852624,1.0
603883.SH,20240609,C00093,BNP PARIBAS,21219770,3.63
603883.SH,20240609,C00100,"JPMORGAN CHASE BANK, NATIONAL",5921228,1.01
603883.SH,20240609,C00111,SOCIETE GENERALE,67700,0.01
