stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230710,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230710,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1109595,0.19
603883.SH,20230710,B01138,CLSA LTD,15130,0.0
603883.SH,20230710,B01161,UBS SECURITIES HONG KONG LTD,5451390,0.93
603883.SH,20230710,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230710,B01224,MERRILL LYNCH FAR EAST LTD,626546,0.1
603883.SH,20230710,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3018906,0.51
603883.SH,20230710,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230710,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2280845,0.39
603883.SH,20230710,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230710,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,179375,0.03
603883.SH,20230710,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230710,B01943,PO SANG SECURITIES LTD,4394,0.0
603883.SH,20230710,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230710,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230710,C00010,CITIBANK N.A.,770429,0.13
603883.SH,20230710,C00019,THE HONGKONG AND SHANGHAI BANKING,21823232,3.74
603883.SH,20230710,C00033,BANK OF CHINA (HONG KONG) LTD,7270,0.0
603883.SH,20230710,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5982086,1.02
603883.SH,20230710,C00093,BNP PARIBAS,5440005,0.93
603883.SH,20230710,C00100,"JPMORGAN CHASE BANK, NATIONAL",9509074,1.63
603883.SH,20230710,C00111,SOCIETE GENERALE,195900,0.03
