stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230905,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230905,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1414782,0.24
603883.SH,20230905,B01138,CLSA LTD,74330,0.01
603883.SH,20230905,B01161,UBS SECURITIES HONG KONG LTD,3679168,0.63
603883.SH,20230905,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230905,B01224,MERRILL LYNCH FAR EAST LTD,787080,0.13
603883.SH,20230905,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2424706,0.41
603883.SH,20230905,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230905,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2051648,0.35
603883.SH,20230905,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20230905,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,174275,0.02
603883.SH,20230905,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230905,B01914,JEFFERIES HONG KONG LTD,6400,0.0
603883.SH,20230905,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230905,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230905,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230905,C00010,CITIBANK N.A.,1108694,0.19
603883.SH,20230905,C00019,THE HONGKONG AND SHANGHAI BANKING,18847606,3.23
603883.SH,20230905,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230905,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5936988,1.01
603883.SH,20230905,C00093,BNP PARIBAS,4028107,0.69
603883.SH,20230905,C00100,"JPMORGAN CHASE BANK, NATIONAL",11072595,1.9
603883.SH,20230905,C00111,SOCIETE GENERALE,263200,0.04
