stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231108,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231108,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,884626,0.15
603883.SH,20231108,B01138,CLSA LTD,81548,0.01
603883.SH,20231108,B01161,UBS SECURITIES HONG KONG LTD,1146728,0.19
603883.SH,20231108,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231108,B01224,MERRILL LYNCH FAR EAST LTD,667729,0.11
603883.SH,20231108,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,3230299,0.55
603883.SH,20231108,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231108,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1681451,0.28
603883.SH,20231108,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231108,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,138997,0.02
603883.SH,20231108,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231108,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231108,B01955,FUTU SECURITIES INTERNATIONAL,5790,0.0
603883.SH,20231108,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231108,C00010,CITIBANK N.A.,897033,0.15
603883.SH,20231108,C00019,THE HONGKONG AND SHANGHAI BANKING,19732649,3.38
603883.SH,20231108,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231108,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5073609,0.87
603883.SH,20231108,C00093,BNP PARIBAS,11085181,1.9
603883.SH,20231108,C00100,"JPMORGAN CHASE BANK, NATIONAL",3009840,0.51
603883.SH,20231108,C00111,SOCIETE GENERALE,51200,0.0
