stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240402,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240402,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,3645870,0.62
603883.SH,20240402,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240402,B01138,CLSA LTD,2600,0.0
603883.SH,20240402,B01161,UBS SECURITIES HONG KONG LTD,1152161,0.19
603883.SH,20240402,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240402,B01224,MERRILL LYNCH FAR EAST LTD,916322,0.15
603883.SH,20240402,B01228,CITIC SECURITIES BROKERAGE (HK) LTD,1300,0.0
603883.SH,20240402,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1776340,0.3
603883.SH,20240402,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240402,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,507250,0.08
603883.SH,20240402,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240402,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,44072,0.0
603883.SH,20240402,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240402,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240402,B01955,FUTU SECURITIES INTERNATIONAL,5560,0.0
603883.SH,20240402,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240402,C00010,CITIBANK N.A.,6543909,1.12
603883.SH,20240402,C00019,THE HONGKONG AND SHANGHAI BANKING,14089906,2.41
603883.SH,20240402,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240402,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6004862,1.02
603883.SH,20240402,C00093,BNP PARIBAS,21009629,3.6
603883.SH,20240402,C00100,"JPMORGAN CHASE BANK, NATIONAL",4106658,0.7
