stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20231122,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20231122,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,614786,0.1
603883.SH,20231122,B01138,CLSA LTD,5648,0.0
603883.SH,20231122,B01161,UBS SECURITIES HONG KONG LTD,272945,0.04
603883.SH,20231122,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20231122,B01224,MERRILL LYNCH FAR EAST LTD,1645958,0.28
603883.SH,20231122,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,2354668,0.4
603883.SH,20231122,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20231122,B01353,UOB KAY HIAN (HONG KONG) LTD,8000,0.0
603883.SH,20231122,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1614823,0.27
603883.SH,20231122,B01590,INTERACTIVE BROKERS HONG KONG LTD,31899,0.0
603883.SH,20231122,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,28592,0.0
603883.SH,20231122,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20231122,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20231122,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20231122,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20231122,C00010,CITIBANK N.A.,4168098,0.71
603883.SH,20231122,C00019,THE HONGKONG AND SHANGHAI BANKING,19273043,3.3
603883.SH,20231122,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20231122,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5380492,0.92
603883.SH,20231122,C00093,BNP PARIBAS,18361124,3.15
603883.SH,20231122,C00100,"JPMORGAN CHASE BANK, NATIONAL",3032740,0.52
