stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20230926,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20230926,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,1136080,0.19
603883.SH,20230926,B01138,CLSA LTD,117748,0.02
603883.SH,20230926,B01161,UBS SECURITIES HONG KONG LTD,2324685,0.39
603883.SH,20230926,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20230926,B01224,MERRILL LYNCH FAR EAST LTD,996475,0.17
603883.SH,20230926,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1801212,0.3
603883.SH,20230926,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20230926,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2581388,0.44
603883.SH,20230926,B01590,INTERACTIVE BROKERS HONG KONG LTD,1999,0.0
603883.SH,20230926,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,147897,0.02
603883.SH,20230926,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20230926,B01943,PO SANG SECURITIES LTD,9394,0.0
603883.SH,20230926,B01955,FUTU SECURITIES INTERNATIONAL,5690,0.0
603883.SH,20230926,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20230926,C00010,CITIBANK N.A.,979816,0.16
603883.SH,20230926,C00019,THE HONGKONG AND SHANGHAI BANKING,21816541,3.74
603883.SH,20230926,C00033,BANK OF CHINA (HONG KONG) LTD,13270,0.0
603883.SH,20230926,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,5455309,0.93
603883.SH,20230926,C00093,BNP PARIBAS,7991492,1.37
603883.SH,20230926,C00100,"JPMORGAN CHASE BANK, NATIONAL",10992319,1.88
603883.SH,20230926,C00111,SOCIETE GENERALE,271000,0.04
