stock_code,trade_date,col_participant_id,col_participant_name,col_shareholding,col_shareholding_percent
603883.SH,20240427,,HONG KONG SECURITIES CLEARING CO. LTD.,13,0.0
603883.SH,20240427,B01110,J.P. MORGAN BROKING (HONG KONG) LTD,2698330,0.46
603883.SH,20240427,B01130,BOCI SECURITIES LTD,100,0.0
603883.SH,20240427,B01138,CLSA LTD,4300,0.0
603883.SH,20240427,B01161,UBS SECURITIES HONG KONG LTD,872027,0.14
603883.SH,20240427,B01183,CHONG HING SECURITIES LTD,780,0.0
603883.SH,20240427,B01224,MERRILL LYNCH FAR EAST LTD,1352485,0.23
603883.SH,20240427,B01228,CITIC SECURITIES BROKERAGE (HK) LTD,1300,0.0
603883.SH,20240427,B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1983960,0.34
603883.SH,20240427,B01345,PHILLIP SECURITIES (HONG KONG) LTD,130,0.0
603883.SH,20240427,B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,743742,0.12
603883.SH,20240427,B01555,ABN AMRO CLEARING HONG KONG LTD,900,0.0
603883.SH,20240427,B01590,INTERACTIVE BROKERS HONG KONG LTD,1899,0.0
603883.SH,20240427,B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,33772,0.0
603883.SH,20240427,B01668,BRIGHT SMART SECURITIES INTERNATIONAL,2140,0.0
603883.SH,20240427,B01943,PO SANG SECURITIES LTD,5394,0.0
603883.SH,20240427,B01955,FUTU SECURITIES INTERNATIONAL,4950,0.0
603883.SH,20240427,B02091,STAR RIVER SECURITIES LTD,620,0.0
603883.SH,20240427,C00010,CITIBANK N.A.,6501783,1.11
603883.SH,20240427,C00019,THE HONGKONG AND SHANGHAI BANKING,13945406,2.39
603883.SH,20240427,C00033,BANK OF CHINA (HONG KONG) LTD,92370,0.01
603883.SH,20240427,C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,6459642,1.1
603883.SH,20240427,C00093,BNP PARIBAS,20378097,3.49
603883.SH,20240427,C00100,"JPMORGAN CHASE BANK, NATIONAL",5875028,1.0
603883.SH,20240427,C00111,SOCIETE GENERALE,55800,0.0
